index,x_m,y_m
155,0.999859,0.938338
156,0.999873,0.950831
157,0.999888,0.963324
158,0.999904,0.975816
159,0.999920,0.988308
160,0.999937,1.000800
161,0.987444,1.000780
162,0.974952,1.000760
163,0.962461,1.000739
164,0.949970,1.000718
165,0.937479,1.000697
166,0.924989,1.000676
167,0.912499,1.000654
168,0.900010,1.000632
169,0.887520,1.000610
170,0.875032,1.000587
171,0.862543,1.000565
172,0.850055,1.000542
173,0.837567,1.000519
174,0.825080,1.000495
175,0.812592,1.000472
176,0.800105,1.000448
177,0.787618,1.000424
178,0.775132,1.000400
179,0.762645,1.000375
180,0.750159,1.000351
181,0.737673,1.000327
182,0.725187,1.000302
183,0.712701,1.000277
184,0.700216,1.000252
185,0.687730,1.000227
186,0.675245,1.000202
187,0.662759,1.000177
188,0.650274,1.000152
189,0.637788,1.000127
190,0.625303,1.000102
191,0.612818,1.000077
192,0.600332,1.000052
193,0.587847,1.000027
194,0.575361,1.000002
195,0.562876,0.999977
196,0.550390,0.999952
197,0.537905,0.999928
198,0.525419,0.999903
199,0.512933,0.999878
200,0.500447,0.999854
201,0.487960,0.999829
202,0.475474,0.999805
203,0.462987,0.999781
204,0.450500,0.999757
205,0.438013,0.999734
206,0.425525,0.999710
207,0.413038,0.999687
208,0.400550,0.999664
209,0.388062,0.999641
210,0.375573,0.999618
211,0.363084,0.999596
212,0.350595,0.999573
213,0.338105,0.999551
214,0.325616,0.999530
215,0.313125,0.999508
216,0.300635,0.999487
217,0.288144,0.999466
218,0.275652,0.999446
219,0.263160,0.999426
220,0.250668,0.999406
221,0.238175,0.999386
222,0.225682,0.999367
223,0.213189,0.999348
224,0.200695,0.999330
225,0.188200,0.999311
226,0.175705,0.999294
227,0.163210,0.999276
228,0.150714,0.999259
229,0.138217,0.999242
230,0.125720,0.999226
231,0.113223,0.999210
232,0.100725,0.999194
233,0.088227,0.999179
234,0.075728,0.999164
235,0.063228,0.999150
236,0.050728,0.999135
237,0.038228,0.999122
238,0.025727,0.999108
239,0.013225,0.999096
240,0.000723,0.999083
241,0.000716,0.986585
242,0.000709,0.974087
243,0.000701,0.961589
244,0.000692,0.949092
245,0.000683,0.949079
246,0.000673,0.936583
247,0.000663,0.924087
248,0.000653,0.899107
249,0.000642,0.886612
250,0.000630,0.874117
251,0.000618,0.861623
252,0.000605,0.849129
253,0.000592,0.836635
254,0.000579,0.824142
255,0.000565,0.811649
256,0.000550,0.799156
257,0.000535,0.786664
258,0.000519,0.774172
259,0.000504,0.761680
260,0.000487,0.749189
261,0.000470,0.736698
262,0.000453,0.724207
263,0.000436,0.711717
264,0.000418,0.699227
265,0.000399,0.686737
266,0.000380,0.674248
267,0.000361,0.661758
268,0.000342,0.649270
269,0.000322,0.636781
270,0.000302,0.624292
271,0.000281,0.611804
272,0.000260,0.599316
273,0.000239,0.586829
274,0.000218,0.574341
275,0.000196,0.561854
276,0.000174,0.549367
277,0.000152,0.536880
278,0.000130,0.524393
279,0.000107,0.511906
280,0.000085,0.499420
281,0.000062,0.486933
282,0.000039,0.474447
283,0.000016,0.461961
284,-0.000008,0.449475
285,-0.000031,0.436989
286,-0.000055,0.424503
287,-0.000078,0.412017
288,-0.000102,0.399531
289,-0.000126,0.387045
290,-0.000149,0.374560
291,-0.000173,0.362074
292,-0.000197,0.349588
293,-0.000220,0.337102
294,-0.000244,0.324616
295,-0.000267,0.312131
296,-0.000291,0.299645
297,-0.000314,0.287159
298,-0.000338,0.274672
299,-0.000361,0.262186
300,-0.000384,0.249700
301,-0.000406,0.237214
302,-0.000429,0.224727
303,-0.000452,0.212240
304,-0.000474,0.199753
305,-0.000496,0.187266
306,-0.000517,0.174779
307,-0.000539,0.162292
308,-0.000560,0.149804
309,-0.000581,0.137316
310,-0.000602,0.124828
311,-0.000622,0.112340
312,-0.000642,0.099851
313,-0.000661,0.087362
314,-0.000680,0.074873
315,-0.000699,0.062383
316,-0.000718,0.049894
317,-0.000736,0.037404
318,-0.000753,0.024913
319,-0.000770,0.012423
320,-0.000787,-0.000068
321,0.011706,-0.000049
322,0.024199,-0.000029
323,0.036693,-0.000010
324,0.049188,0.000008
325,0.061683,0.000027
326,0.074178,0.000044
327,0.086674,0.000062
328,0.099171,0.000079
329,0.111668,0.000096
330,0.124165,0.000112
331,0.136663,0.000128
332,0.149162,0.000143
333,0.161661,0.000158
334,0.174161,0.000173
335,0.186662,0.000187
336,0.199162,0.000201
337,0.211664,0.000214
338,0.224166,0.000227
339,0.236669,0.000240
340,0.249172,0.000252
341,0.261676,0.000263
342,0.274180,0.000275
343,0.286685,0.000285
344,0.299191,0.000296
345,0.311697,0.000305
346,0.324204,0.000315
347,0.336711,0.000324
348,0.349219,0.000332
349,0.361727,0.000341
350,0.374236,0.000348
351,0.386746,0.000356
352,0.399256,0.000363
353,0.411766,0.000369
354,0.424277,0.000375
355,0.436789,0.000381
356,0.449301,0.000386
357,0.461814,0.000391
358,0.474327,0.000396
359,0.486841,0.000400
360,0.499355,0.000404
361,0.511870,0.000407
362,0.524385,0.000410
363,0.536900,0.000413
364,0.549416,0.000416
365,0.561933,0.000418
366,0.574450,0.000420
367,0.586967,0.000421
368,0.599484,0.000423
369,0.612002,0.000424
370,0.624521,0.000425
371,0.637039,0.000425
372,0.649558,0.000425
373,0.662077,0.000425
374,0.674597,0.000425
375,0.687116,0.000425
376,0.699636,0.000425
377,0.712156,0.000424
378,0.724677,0.000423
379,0.737197,0.000422
380,0.749718,0.000421
381,0.762239,0.000420
382,0.774760,0.000419
383,0.787281,0.000417
384,0.799802,0.000416
385,0.812323,0.000414
386,0.824845,0.000413
387,0.837366,0.000411
388,0.849887,0.000410
389,0.862409,0.000408
390,0.874930,0.000407
391,0.887451,0.000406
392,0.899972,0.000404
393,0.912493,0.000403
394,0.925014,0.000402
395,0.937535,0.000401
396,0.950055,0.000400
397,0.962576,0.000399
398,0.975096,0.000398
399,0.987616,0.000398
400,1.000136,0.000397
401,1.000159,0.012884
402,1.000183,0.025370
403,1.000206,0.037856
404,1.000229,0.050343
405,1.000251,0.062830
406,1.000274,0.075318
407,1.000295,0.087805
408,1.000317,0.100293
409,1.000338,0.112781
410,1.000358,0.125270
411,1.000378,0.137759
412,1.000398,0.150248
413,1.000417,0.162737
414,1.000436,0.175227
415,1.000454,0.187718
416,1.000472,0.200208
417,1.000489,0.212699
418,1.000505,0.225191
419,1.000522,0.237683
420,1.000537,0.250175
421,1.000552,0.262668
422,1.000566,0.275161
423,1.000580,0.287655
424,1.000593,0.300149
425,1.000606,0.312643
426,1.000618,0.325138
427,1.000629,0.337634
428,1.000639,0.350130
429,1.000649,0.362626
430,1.000659,0.375123
431,1.000668,0.387621
432,1.000676,0.400118
433,1.000683,0.412617
434,1.000690,0.425116
435,1.000696,0.437615
436,1.000701,0.450115
437,1.000706,0.462615
438,1.000711,0.475116
439,1.000714,0.487617
440,1.000717,0.500119
441,1.000719,0.512621
442,1.000721,0.525124
443,1.000722,0.537627
444,1.000722,0.550131
445,1.000722,0.562635
446,1.000721,0.575140
447,1.000720,0.587645
448,1.000718,0.600150
449,1.000715,0.612656
450,1.000712,0.625162
451,1.000708,0.637669
452,1.000704,0.650176
453,1.000699,0.662684
454,1.000694,0.675192
455,1.000688,0.687700
456,1.000681,0.700209
457,1.000675,0.712718
458,1.000667,0.725227
459,1.000660,0.737737
460,1.000651,0.750247
461,1.000643,0.762757
462,1.000634,0.775268
463,1.000624,0.787779
464,1.000615,0.800290
465,1.000605,0.812802
466,1.000594,0.825313
467,1.000584,0.837825
468,1.000573,0.850338
469,1.000561,0.862850
470,1.000550,0.875363
471,1.000538,0.887875
472,1.000526,0.900388
473,1.000514,0.912901
474,1.000502,0.925414
475,1.000490,0.937927
476,1.000477,0.950441
477,1.000465,0.962954
478,1.000452,0.975468
479,1.000439,0.987981
480,1.000427,1.000494
481,0.987905,1.000497
482,0.975383,1.000499
483,0.962861,1.000502
484,0.950339,1.000504
485,0.937817,1.000506
486,0.925295,1.000508
487,0.912774,1.000510
488,0.900253,1.000512
489,0.887731,1.000514
490,0.887694,1.000516
491,0.862690,1.000517
492,0.862653,1.000518
493,0.837649,1.000520
494,0.837613,1.000520
495,0.812609,1.000521
496,0.800090,1.000522
497,0.787571,1.000522
498,0.775052,1.000522
499,0.762534,1.000521
500,0.750016,1.000521
501,0.737499,1.000520
502,0.724982,1.000518
503,0.712465,1.000517
504,0.699949,1.000515
505,0.699917,1.000512
506,0.674918,1.000509
507,0.674888,1.000506
508,0.649889,1.000503
509,0.649860,1.000499
510,0.624863,1.000495
511,0.612350,1.000490
512,0.599838,1.000485
513,0.587327,1.000479
514,0.574816,1.000473
515,0.562306,1.000467
516,0.549797,1.000460
517,0.537288,1.000452
518,0.524780,1.000444
519,0.512272,1.000436
520,0.499765,1.000427
521,0.487259,1.000418
522,0.474753,1.000408
523,0.462248,1.000398
524,0.449743,1.000387
525,0.437240,1.000376
526,0.424736,1.000364
527,0.412234,1.000352
528,0.399732,1.000339
529,0.387231,1.000326
530,0.374730,1.000312
531,0.362230,1.000298
532,0.349731,1.000283
533,0.337233,1.000268
534,0.324735,1.000253
535,0.312237,1.000237
536,0.299740,1.000220
537,0.287244,1.000203
538,0.274749,1.000186
539,0.262254,1.000168
540,0.249759,1.000150
541,0.237266,1.000131
542,0.224772,1.000112
543,0.212280,1.000092
544,0.199788,1.000072
545,0.187296,1.000052
546,0.174805,1.000031
547,0.162314,1.000010
548,0.149824,0.999988
549,0.137335,0.999966
550,0.124845,0.999944
551,0.112357,0.999922
552,0.099868,0.999899
553,0.087380,0.999876
554,0.074893,0.999852
555,0.062406,0.999829
556,0.049919,0.999805
557,0.037433,0.999780
558,0.024947,0.999756
559,0.012461,0.999731
560,-0.000025,0.999706
561,-0.000014,0.987195
562,-0.000004,0.974683
563,0.000007,0.962171
564,0.000018,0.949659
565,0.000030,0.937147
566,0.000041,0.924635
567,0.000053,0.912123
568,0.000064,0.899611
569,0.000076,0.887098
570,0.000088,0.874586
571,0.000100,0.862073
572,0.000112,0.849561
573,0.000124,0.837048
574,0.000136,0.824536
575,0.000148,0.812023
576,0.000160,0.799511
577,0.000172,0.786998
578,0.000184,0.774486
579,0.000196,0.761973
580,0.000207,0.749461
581,0.000219,0.736949
582,0.000230,0.724437
583,0.000241,0.711925
584,0.000252,0.699413
585,0.000263,0.686902
586,0.000273,0.674390
587,0.000283,0.661879
588,0.000293,0.649368
589,0.000303,0.636857
590,0.000312,0.624347
591,0.000321,0.611837
592,0.000330,0.599327
593,0.000338,0.586817
594,0.000346,0.574307
595,0.000353,0.561798
596,0.000360,0.549289
597,0.000367,0.536781
598,0.000373,0.524272
599,0.000379,0.511765
600,0.000385,0.499257
601,0.000390,0.486750
602,0.000394,0.474243
603,0.000398,0.461736
604,0.000401,0.449230
605,0.000404,0.436725
606,0.000407,0.424219
607,0.000409,0.411714
608,0.000410,0.399210
609,0.000411,0.386705
610,0.000411,0.374202
611,0.000411,0.361698
612,0.000410,0.349195
613,0.000408,0.336693
614,0.000406,0.324191
615,0.000404,0.311689
616,0.000401,0.299188
617,0.000397,0.286687
618,0.000393,0.274187
619,0.000388,0.261687
620,0.000382,0.249188
621,0.000376,0.236689
622,0.000370,0.224190
623,0.000362,0.211692
624,0.000355,0.199194
625,0.000346,0.186697
626,0.000337,0.174200
627,0.000328,0.161704
628,0.000318,0.149208
629,0.000307,0.136712
630,0.000296,0.124217
631,0.000284,0.111722
632,0.000272,0.099228
633,0.000259,0.086734
634,0.000246,0.074240
635,0.000232,0.061747
636,0.000218,0.049254
637,0.000203,0.036762
638,0.000188,0.024270
639,0.000172,0.011778
640,0.000156,-0.000713
641,0.012648,-0.000693
642,0.025141,-0.000673
643,0.037632,-0.000652
644,0.050124,-0.000631
645,0.062614,-0.000610
646,0.075105,-0.000588
647,0.087595,-0.000566
648,0.100085,-0.000544
649,0.112574,-0.000522
650,0.125063,-0.000499
651,0.137552,-0.000476
652,0.150040,-0.000453
653,0.162528,-0.000430
654,0.175016,-0.000406
655,0.187504,-0.000382
656,0.199991,-0.000358
657,0.212478,-0.000334
658,0.224965,-0.000310
659,0.237451,-0.000285
660,0.249938,-0.000261
661,0.262424,-0.000236
662,0.274910,-0.000211
663,0.287396,-0.000186
664,0.299882,-0.000161
665,0.312368,-0.000136
666,0.324854,-0.000111
667,0.337339,-0.000085
668,0.349825,-0.000060
669,0.362311,-0.000035
670,0.374796,-0.000010
671,0.387282,0.000016
672,0.399767,0.000041
673,0.412253,0.000066
674,0.424739,0.000091
675,0.437225,0.000117
676,0.449710,0.000142
677,0.462196,0.000167
678,0.474682,0.000192
679,0.487169,0.000216
680,0.499655,0.000241
681,0.512142,0.000266
682,0.524628,0.000290
683,0.537115,0.000314
684,0.549603,0.000338
685,0.562090,0.000362
686,0.574578,0.000386
687,0.587065,0.000410
688,0.599554,0.000433
689,0.612042,0.000456
690,0.624531,0.000479
691,0.637020,0.000502
692,0.649509,0.000524
693,0.661999,0.000546
694,0.674489,0.000568
695,0.686980,0.000590
696,0.699471,0.000611
697,0.711962,0.000632
698,0.724454,0.000653
699,0.736946,0.000673
700,0.749438,0.000693
701,0.761931,0.000713
702,0.774424,0.000733
703,0.786918,0.000752
704,0.799412,0.000770
705,0.811907,0.000789
706,0.824402,0.000807
707,0.836898,0.000825
708,0.849394,0.000842
709,0.861891,0.000859
710,0.874388,0.000876
711,0.886886,0.000892
712,0.899384,0.000908
713,0.911883,0.000923
714,0.924382,0.000938
715,0.936881,0.000953
716,0.949382,0.000967
717,0.961882,0.000981
718,0.974384,0.000995
719,0.986886,0.001008
720,0.999388,0.001020
721,0.999395,0.013519
722,0.999403,0.026017
723,0.999411,0.038515
724,0.999420,0.051012
725,0.999429,0.063509
726,0.999439,0.076006
727,0.999449,0.088502
728,0.999460,0.100998
729,0.999471,0.113493
730,0.999483,0.125988
731,0.999495,0.138483
732,0.999508,0.150977
733,0.999522,0.163471
734,0.999536,0.175965
735,0.999550,0.188458
736,0.999565,0.200951
737,0.999580,0.213443
738,0.999596,0.225936
739,0.999612,0.238427
740,0.999628,0.250919
741,0.999645,0.263410
742,0.999663,0.275901
743,0.999681,0.288392
744,0.999699,0.300882
745,0.999717,0.313372
746,0.999736,0.325861
747,0.999756,0.338351
748,0.999776,0.350840
749,0.999796,0.363329
750,0.999816,0.375817
751,0.999837,0.388306
752,0.999858,0.400794
753,0.999879,0.413282
754,0.999901,0.425770
755,0.999923,0.438257
756,0.999945,0.450745
757,0.999967,0.463232
758,0.999990,0.475719
759,1.000012,0.488206
760,1.000035,0.500692
761,1.000059,0.513179
762,1.000082,0.525665
763,1.000105,0.538152
764,1.000129,0.550638
765,1.000152,0.563124
766,1.000176,0.575610
767,1.000200,0.588097
768,1.000224,0.600583
769,1.000248,0.613069
770,1.000272,0.625555
771,1.000296,0.638041
772,1.000320,0.650527
773,1.000343,0.663013
774,1.000367,0.675499
775,1.000391,0.687985
776,1.000415,0.700471
777,1.000438,0.712957
778,1.000462,0.725443
779,1.000485,0.737930
780,1.000508,0.750416
781,1.000531,0.762903
782,1.000554,0.775390
783,1.000577,0.787877
784,1.000599,0.800364
785,1.000622,0.812851
786,1.000644,0.825339
787,1.000665,0.837826
788,1.000687,0.850314
789,1.000708,0.862802
790,1.000729,0.875291
791,1.000749,0.887779
792,1.000769,0.900268
793,1.000789,0.912757
794,1.000808,0.925247
795,1.000827,0.937736
796,1.000846,0.950226
797,1.000864,0.962716
798,1.000882,0.975207
799,1.000900,0.987698
800,1.000917,1.000189
801,0.988424,1.000170
802,0.975930,1.000151
803,0.963437,1.000132
804,0.950942,1.000113
805,0.938448,1.000095
806,0.925953,1.000078
807,0.913457,1.000060
808,0.900960,1.000043
809,0.888464,1.000027
810,0.875966,1.000011
811,0.863468,0.999995
812,0.850970,0.999980
813,0.838471,0.999965
814,0.825971,0.999951
815,0.813471,0.999937
816,0.800971,0.999923
817,0.788469,0.999910
818,0.775967,0.999897
819,0.763465,0.999885
820,0.750962,0.999873
821,0.738458,0.999862
822,0.725954,0.999851
823,0.713450,0.999840
824,0.700944,0.999830
825,0.688438,0.999821
826,0.675932,0.999811
827,0.663425,0.999803
828,0.650917,0.999794
829,0.638409,0.999786
830,0.625900,0.999779
831,0.613391,0.999772
832,0.600881,0.999765
833,0.588371,0.999759
834,0.575860,0.999753
835,0.563348,0.999747
836,0.550836,0.999742
837,0.538324,0.999737
838,0.525811,0.999733
839,0.513297,0.999729
840,0.500783,0.999726
841,0.488269,0.999722
842,0.475754,0.999719
843,0.463239,0.999717
844,0.450723,0.999714
845,0.438207,0.999712
846,0.425690,0.999711
847,0.413173,0.999709
848,0.400656,0.999708
849,0.388138,0.999708
850,0.375620,0.999707
851,0.363102,0.999707
852,0.350583,0.999707
853,0.338064,0.999707
854,0.325545,0.999707
855,0.313026,0.999708
856,0.300506,0.999708
857,0.287986,0.999709
858,0.275466,0.999710
859,0.262946,0.999711
860,0.250425,0.999713
861,0.237904,0.999714
862,0.225384,0.999715
863,0.212863,0.999717
864,0.200342,0.999719
865,0.187821,0.999720
866,0.175300,0.999722
867,0.162779,0.999724
868,0.150258,0.999725
869,0.137737,0.999727
870,0.125216,0.999729
871,0.112695,0.999730
872,0.100174,0.999732
873,0.087653,0.999734
874,0.075132,0.999735
875,0.062612,0.999736
876,0.050091,0.999737
877,0.037571,0.999738
878,0.025051,0.999739
879,0.012532,0.999740
880,0.000012,0.999741
881,-0.000011,0.987255
882,-0.000035,0.974769
883,-0.000058,0.962282
884,-0.000080,0.949796
885,-0.000102,0.937309
886,-0.000124,0.924822
887,-0.000146,0.912334
888,-0.000167,0.899847
889,-0.000188,0.887359
890,-0.000208,0.874870
891,-0.000228,0.862382
892,-0.000247,0.849893
893,-0.000266,0.837403
894,-0.000285,0.824914
895,-0.000303,0.812423
896,-0.000320,0.799933
897,-0.000337,0.787442
898,-0.000353,0.774951
899,-0.000369,0.762459
900,-0.000385,0.749967
901,-0.000399,0.737475
902,-0.000413,0.724982
903,-0.000427,0.712488
904,-0.000440,0.699994
905,-0.000452,0.687500
906,-0.000464,0.675005
907,-0.000475,0.662510
908,-0.000485,0.650014
909,-0.000495,0.637518
910,-0.000504,0.625021
911,-0.000513,0.612524
912,-0.000520,0.600026
913,-0.000528,0.587528
914,-0.000534,0.575030
915,-0.000540,0.562530
916,-0.000545,0.550031
917,-0.000550,0.537531
918,-0.000554,0.525030
919,-0.000557,0.512529
920,-0.000560,0.500028
921,-0.000562,0.487526
922,-0.000563,0.475023
923,-0.000564,0.462520
924,-0.000564,0.450017
925,-0.000564,0.437513
926,-0.000563,0.425008
927,-0.000561,0.412504
928,-0.000559,0.399998
929,-0.000556,0.387493
930,-0.000553,0.374987
931,-0.000549,0.362480
932,-0.000544,0.349973
933,-0.000539,0.337466
934,-0.000533,0.324958
935,-0.000527,0.312450
936,-0.000521,0.299941
937,-0.000514,0.287433
938,-0.000506,0.274923
939,-0.000498,0.262414
940,-0.000490,0.249904
941,-0.000481,0.237394
942,-0.000472,0.224883
943,-0.000462,0.212373
944,-0.000452,0.199862
945,-0.000442,0.187350
946,-0.000431,0.174839
947,-0.000420,0.162327
948,-0.000409,0.149815
949,-0.000398,0.137303
950,-0.000386,0.124791
951,-0.000374,0.112278
952,-0.000362,0.099765
953,-0.000350,0.087253
954,-0.000337,0.074740
955,-0.000324,0.062227
956,-0.000312,0.049714
957,-0.000299,0.037200
958,-0.000286,0.024687
959,-0.000273,0.012174
960,-0.000260,-0.000339
