index,x_m,y_m
272,0.000247,0.599605
273,0.000229,0.587117
274,0.000211,0.574630
275,0.000192,0.562142
276,0.000174,0.549655
277,0.000154,0.537168
278,0.000135,0.524681
279,0.000116,0.512194
280,0.000096,0.499707
281,0.000076,0.487220
282,0.000056,0.474734
283,0.000036,0.462248
284,0.000016,0.449761
285,-0.000004,0.437275
286,-0.000024,0.424789
287,-0.000045,0.412302
288,-0.000065,0.399816
289,-0.000086,0.387330
290,-0.000106,0.374844
291,-0.000127,0.362358
292,-0.000147,0.349872
293,-0.000167,0.337385
294,-0.000188,0.324899
295,-0.000208,0.312413
296,-0.000228,0.299926
297,-0.000248,0.287440
298,-0.000267,0.274953
299,-0.000287,0.262466
300,-0.000306,0.249979
301,-0.000326,0.237492
302,-0.000344,0.225005
303,-0.000363,0.212518
304,-0.000382,0.200030
305,-0.000400,0.187542
306,-0.000418,0.175054
307,-0.000435,0.162566
308,-0.000453,0.150078
309,-0.000470,0.137589
310,-0.000486,0.125100
311,-0.000503,0.112611
312,-0.000518,0.100121
313,-0.000534,0.087631
314,-0.000549,0.075141
315,-0.000564,0.062650
316,-0.000578,0.050160
317,-0.000592,0.037668
318,-0.000605,0.025177
319,-0.000618,0.012685
320,-0.000630,0.000193
321,0.011862,0.000205
322,0.024354,0.000216
323,0.036847,0.000227
324,0.049340,0.000238
325,0.061834,0.000248
326,0.074329,0.000258
327,0.086823,0.000268
328,0.099319,0.000277
329,0.111815,0.000286
330,0.124312,0.000294
331,0.136809,0.000302
332,0.149307,0.000309
333,0.161805,0.000316
334,0.174304,0.000323
335,0.186804,0.000329
336,0.199304,0.000334
337,0.211804,0.000340
338,0.224306,0.000344
339,0.236808,0.000349
340,0.249310,0.000353
341,0.261813,0.000356
342,0.274317,0.000359
343,0.286821,0.000362
344,0.299326,0.000364
345,0.311831,0.000366
346,0.324337,0.000367
347,0.336843,0.000368
348,0.349350,0.000368
349,0.361858,0.000368
350,0.374366,0.000368
351,0.386875,0.000367
352,0.399384,0.000366
353,0.411894,0.000364
354,0.424404,0.000362
355,0.436915,0.000360
356,0.449426,0.000357
357,0.461938,0.000354
358,0.474450,0.000351
359,0.486963,0.000347
360,0.499476,0.000343
361,0.511990,0.000338
362,0.524504,0.000334
363,0.537018,0.000328
364,0.549533,0.000323
365,0.562048,0.000317
366,0.574564,0.000311
367,0.587080,0.000305
368,0.599596,0.000299
369,0.612113,0.000292
370,0.624630,0.000285
371,0.637147,0.000278
372,0.649664,0.000271
373,0.662182,0.000263
374,0.674700,0.000255
375,0.687218,0.000247
376,0.699736,0.000239
377,0.712255,0.000231
378,0.724774,0.000223
379,0.737292,0.000215
380,0.749811,0.000206
381,0.762331,0.000197
382,0.774850,0.000189
383,0.787369,0.000180
384,0.799888,0.000171
385,0.812407,0.000163
386,0.824927,0.000154
387,0.837446,0.000145
388,0.849965,0.000137
389,0.862485,0.000128
390,0.875004,0.000119
391,0.887523,0.000111
392,0.900042,0.000102
393,0.912560,0.000094
394,0.925079,0.000086
395,0.937597,0.000078
396,0.950116,0.000070
397,0.962634,0.000062
398,0.975152,0.000054
399,0.987669,0.000047
400,1.000187,0.000040
401,1.000205,0.012527
402,1.000224,0.025015
403,1.000242,0.037503
404,1.000260,0.049991
405,1.000277,0.062479
406,1.000294,0.074968
407,1.000311,0.087457
408,1.000327,0.099946
409,1.000343,0.112436
410,1.000358,0.124926
411,1.000373,0.137416
412,1.000388,0.149907
413,1.000402,0.162398
414,1.000416,0.174889
415,1.000429,0.187381
416,1.000441,0.199873
417,1.000453,0.212365
418,1.000465,0.224858
419,1.000476,0.237351
420,1.000486,0.249845
421,1.000496,0.262339
422,1.000506,0.274834
423,1.000514,0.287329
424,1.000522,0.299824
425,1.000530,0.312320
426,1.000537,0.324816
427,1.000543,0.337313
428,1.000549,0.349810
429,1.000554,0.362308
430,1.000559,0.374806
431,1.000563,0.387305
432,1.000566,0.399804
433,1.000569,0.412303
434,1.000571,0.424803
435,1.000572,0.437304
436,1.000573,0.449804
437,1.000574,0.462306
438,1.000573,0.474808
439,1.000572,0.487310
440,1.000571,0.499812
441,1.000568,0.512316
442,1.000566,0.524819
443,1.000562,0.537323
444,1.000558,0.549828
445,1.000554,0.562333
446,1.000549,0.574838
447,1.000543,0.587344
448,1.000537,0.599850
449,1.000530,0.612356
450,1.000523,0.624863
451,1.000515,0.637371
452,1.000507,0.649879
453,1.000498,0.662387
454,1.000489,0.674895
455,1.000479,0.687404
456,1.000469,0.699913
457,1.000458,0.712423
458,1.000447,0.724932
459,1.000436,0.737443
460,1.000424,0.749953
461,1.000412,0.762464
462,1.000399,0.774975
463,1.000386,0.787486
464,1.000373,0.799998
465,1.000359,0.812509
466,1.000345,0.825021
467,1.000331,0.837533
468,1.000316,0.850046
469,1.000302,0.862558
470,1.000287,0.875071
471,1.000272,0.887584
472,1.000256,0.900097
473,1.000241,0.912610
474,1.000225,0.925123
475,1.000210,0.937637
476,1.000194,0.950150
477,1.000178,0.962664
478,1.000162,0.975177
479,1.000146,0.987691
480,1.000130,1.000204
481,0.987610,1.000213
482,0.975090,1.000222
483,0.962571,1.000232
484,0.950051,1.000241
485,0.937531,1.000250
486,0.925012,1.000258
487,0.912493,1.000267
488,0.899973,1.000276
489,0.887454,1.000285
490,0.887429,1.000293
491,0.862417,1.000301
492,0.862392,1.000309
493,0.837380,1.000317
494,0.837356,1.000325
495,0.812345,1.000333
496,0.799827,1.000340
497,0.787310,1.000347
498,0.774794,1.000354
499,0.762277,1.000360
500,0.749761,1.000367
501,0.737246,1.000373
502,0.724731,1.000378
503,0.712216,1.000384
504,0.699701,1.000389
505,0.699681,1.000394
506,0.674674,1.000398
507,0.674655,1.000402
508,0.649649,1.000406
509,0.649630,1.000409
510,0.624625,1.000412
511,0.612114,1.000415
512,0.599604,1.000417
513,0.587094,1.000419
514,0.574584,1.000420
515,0.562076,1.000421
516,0.549567,1.000421
517,0.537060,1.000421
518,0.524553,1.000421
519,0.512046,1.000420
520,0.499540,1.000419
521,0.487035,1.000417
522,0.474530,1.000415
523,0.462026,1.000412
524,0.449523,1.000409
525,0.437020,1.000406
526,0.424518,1.000402
527,0.412016,1.000397
528,0.399515,1.000392
529,0.387015,1.000387
530,0.374515,1.000381
531,0.362016,1.000375
532,0.349517,1.000368
533,0.337019,1.000361
534,0.324522,1.000353
535,0.312025,1.000345
536,0.299529,1.000336
537,0.287034,1.000327
538,0.274539,1.000318
539,0.262044,1.000308
540,0.249550,1.000298
541,0.237057,1.000287
542,0.224564,1.000276
543,0.212072,1.000264
544,0.199581,1.000252
545,0.187089,1.000240
546,0.174599,1.000227
547,0.162109,1.000214
548,0.149619,1.000201
549,0.137130,1.000187
550,0.124641,1.000173
551,0.112153,1.000158
552,0.099665,1.000143
553,0.087178,1.000128
554,0.074691,1.000113
555,0.062204,1.000097
556,0.049718,1.000081
557,0.037232,1.000065
558,0.024746,1.000048
559,0.012261,1.000032
560,-0.000224,1.000015
561,-0.000210,0.987503
562,-0.000196,0.974991
563,-0.000182,0.962479
564,-0.000168,0.949967
565,-0.000153,0.937454
566,-0.000139,0.924942
567,-0.000124,0.912429
568,-0.000109,0.899916
569,-0.000094,0.887404
570,-0.000078,0.874891
571,-0.000063,0.862378
572,-0.000047,0.849864
573,-0.000032,0.837351
574,-0.000016,0.824838
575,-0.000001,0.812325
576,0.000015,0.799812
577,0.000031,0.787299
578,0.000046,0.774786
579,0.000062,0.762273
580,0.000077,0.749760
581,0.000092,0.737247
582,0.000107,0.724734
583,0.000122,0.712221
584,0.000137,0.699709
585,0.000152,0.687196
586,0.000166,0.674684
587,0.000180,0.662172
588,0.000194,0.649660
589,0.000208,0.637148
590,0.000222,0.624636
591,0.000235,0.612125
592,0.000248,0.599614
593,0.000260,0.587103
594,0.000273,0.574592
595,0.000284,0.562082
596,0.000296,0.549572
597,0.000307,0.537062
598,0.000318,0.524552
599,0.000328,0.512043
600,0.000338,0.499534
601,0.000347,0.487026
602,0.000356,0.474518
603,0.000365,0.462010
604,0.000373,0.449502
605,0.000381,0.436995
606,0.000388,0.424488
607,0.000394,0.411982
608,0.000400,0.399476
609,0.000406,0.386970
610,0.000411,0.374465
611,0.000415,0.361960
612,0.000419,0.349456
613,0.000422,0.336952
614,0.000425,0.324448
615,0.000427,0.311945
616,0.000429,0.299442
617,0.000430,0.286940
618,0.000431,0.274438
619,0.000431,0.261937
620,0.000430,0.249436
621,0.000429,0.236935
622,0.000427,0.224435
623,0.000424,0.211936
624,0.000421,0.199437
625,0.000418,0.186938
626,0.000414,0.174439
627,0.000409,0.161942
628,0.000403,0.149444
629,0.000398,0.136947
630,0.000391,0.124450
631,0.000384,0.111954
632,0.000376,0.099459
633,0.000368,0.086963
634,0.000359,0.074468
635,0.000350,0.061974
636,0.000340,0.049480
637,0.000330,0.036986
638,0.000319,0.024493
639,0.000308,0.012000
640,0.000296,-0.000493
641,0.012787,-0.000481
642,0.025278,-0.000468
643,0.037769,-0.000455
644,0.050258,-0.000442
645,0.062748,-0.000428
646,0.075237,-0.000414
647,0.087726,-0.000400
648,0.100214,-0.000385
649,0.112702,-0.000371
650,0.125189,-0.000355
651,0.137676,-0.000340
652,0.150163,-0.000324
653,0.162649,-0.000308
654,0.175135,-0.000292
655,0.187621,-0.000276
656,0.200107,-0.000259
657,0.212592,-0.000242
658,0.225077,-0.000225
659,0.237562,-0.000208
660,0.250046,-0.000191
661,0.262531,-0.000173
662,0.275015,-0.000156
663,0.287499,-0.000138
664,0.299982,-0.000120
665,0.312466,-0.000102
666,0.324950,-0.000084
667,0.337433,-0.000066
668,0.349917,-0.000048
669,0.362400,-0.000029
670,0.374883,-0.000011
671,0.387366,0.000007
672,0.399850,0.000025
673,0.412333,0.000044
674,0.424816,0.000062
675,0.437300,0.000080
676,0.449783,0.000098
677,0.462267,0.000116
678,0.474750,0.000134
679,0.487234,0.000152
680,0.499718,0.000170
681,0.512202,0.000188
682,0.524686,0.000205
683,0.537171,0.000223
684,0.549655,0.000240
685,0.562140,0.000257
686,0.574625,0.000274
687,0.587111,0.000291
688,0.599597,0.000307
689,0.612082,0.000323
690,0.624569,0.000339
691,0.637055,0.000355
692,0.649542,0.000371
693,0.662030,0.000386
694,0.674517,0.000401
695,0.687005,0.000416
696,0.699494,0.000430
697,0.711983,0.000444
698,0.724472,0.000458
699,0.736962,0.000471
700,0.749452,0.000485
701,0.761942,0.000497
702,0.774433,0.000510
703,0.786925,0.000522
704,0.799417,0.000534
705,0.811909,0.000545
706,0.824402,0.000556
707,0.836896,0.000567
708,0.849390,0.000577
709,0.861885,0.000587
710,0.874380,0.000596
711,0.886875,0.000605
712,0.899372,0.000614
713,0.911868,0.000622
714,0.924366,0.000629
715,0.936863,0.000637
716,0.949362,0.000644
717,0.961861,0.000650
718,0.974360,0.000656
719,0.986861,0.000662
720,0.999361,0.000667
721,0.999364,0.013167
722,0.999368,0.025665
723,0.999372,0.038164
724,0.999376,0.050662
725,0.999382,0.063160
726,0.999387,0.075657
727,0.999394,0.088154
728,0.999401,0.100650
729,0.999408,0.113146
730,0.999416,0.125641
731,0.999425,0.138136
732,0.999434,0.150631
733,0.999443,0.163126
734,0.999453,0.175620
735,0.999464,0.188113
736,0.999475,0.200606
737,0.999487,0.213099
738,0.999499,0.225592
739,0.999511,0.238084
740,0.999524,0.250575
741,0.999538,0.263067
742,0.999552,0.275558
743,0.999566,0.288049
744,0.999581,0.300539
745,0.999596,0.313029
746,0.999612,0.325519
747,0.999628,0.338009
748,0.999644,0.350498
749,0.999661,0.362987
750,0.999678,0.375476
751,0.999695,0.387964
752,0.999713,0.400452
753,0.999731,0.412940
754,0.999749,0.425428
755,0.999767,0.437916
756,0.999786,0.450403
757,0.999805,0.462891
758,0.999824,0.475378
759,0.999844,0.487865
760,0.999863,0.500352
761,0.999883,0.512838
762,0.999903,0.525325
763,0.999923,0.537812
764,0.999943,0.550298
765,0.999963,0.562784
766,0.999983,0.575271
767,1.000004,0.587757
768,1.000024,0.600243
769,1.000044,0.612730
770,1.000065,0.625216
771,1.000085,0.637702
772,1.000105,0.650188
773,1.000126,0.662675
774,1.000146,0.675161
775,1.000166,0.687648
776,1.000186,0.700134
777,1.000206,0.712621
778,1.000225,0.725108
779,1.000245,0.737594
780,1.000264,0.750082
781,1.000283,0.762569
782,1.000302,0.775056
783,1.000321,0.787544
784,1.000339,0.800031
785,1.000357,0.812519
786,1.000375,0.825007
787,1.000393,0.837496
788,1.000410,0.849984
789,1.000427,0.862473
790,1.000443,0.874962
791,1.000460,0.887452
792,1.000475,0.899941
793,1.000491,0.912431
794,1.000506,0.924922
795,1.000520,0.937412
796,1.000535,0.949903
797,1.000548,0.962394
798,1.000561,0.974886
799,1.000574,0.987378
800,1.000587,0.999870
801,0.988095,0.999859
802,0.975602,0.999847
803,0.963109,0.999836
804,0.950616,0.999826
805,0.938122,0.999815
806,0.925627,0.999806
807,0.913132,0.999796
808,0.900637,0.999787
809,0.888141,0.999779
810,0.875644,0.999770
811,0.863146,0.999763
812,0.850649,0.999755
813,0.838150,0.999749
814,0.825651,0.999742
815,0.813152,0.999736
816,0.800651,0.999731
817,0.788151,0.999726
818,0.775649,0.999721
819,0.763147,0.999717
820,0.750645,0.999713
821,0.738142,0.999710
822,0.725638,0.999707
823,0.713134,0.999704
824,0.700629,0.999702
825,0.688123,0.999701
826,0.675617,0.999699
827,0.663111,0.999699
828,0.650604,0.999698
829,0.638096,0.999698
830,0.625588,0.999699
831,0.613079,0.999700
832,0.600570,0.999701
833,0.588060,0.999703
834,0.575549,0.999705
835,0.563039,0.999707
836,0.550527,0.999710
837,0.538015,0.999713
838,0.525503,0.999717
839,0.512990,0.999721
840,0.500477,0.999725
841,0.487963,0.999730
842,0.475449,0.999734
843,0.462935,0.999740
844,0.450420,0.999745
845,0.437905,0.999751
846,0.425389,0.999757
847,0.412873,0.999763
848,0.400357,0.999770
849,0.387840,0.999777
850,0.375323,0.999784
851,0.362806,0.999791
852,0.350288,0.999799
853,0.337770,0.999806
854,0.325252,0.999814
855,0.312734,0.999822
856,0.300216,0.999830
857,0.287697,0.999838
858,0.275178,0.999847
859,0.262659,0.999855
860,0.250140,0.999864
861,0.237621,0.999873
862,0.225102,0.999881
863,0.212582,0.999890
864,0.200063,0.999899
865,0.187544,0.999908
866,0.175024,0.999917
867,0.162505,0.999926
868,0.149986,0.999934
869,0.137466,0.999943
870,0.124947,0.999952
871,0.112428,0.999960
872,0.099909,0.999969
873,0.087390,0.999977
874,0.074872,0.999986
875,0.062353,0.999994
876,0.049835,1.000002
877,0.037317,1.000010
878,0.024799,1.000018
879,0.012281,1.000025
880,-0.000236,1.000033
881,-0.000255,0.987545
882,-0.000274,0.975058
883,-0.000292,0.962570
884,-0.000310,0.950082
885,-0.000327,0.937594
886,-0.000345,0.925105
887,-0.000361,0.912616
888,-0.000378,0.900127
889,-0.000394,0.887637
890,-0.000409,0.875148
891,-0.000424,0.862657
892,-0.000439,0.850167
893,-0.000453,0.837676
894,-0.000467,0.825185
895,-0.000480,0.812693
896,-0.000493,0.800201
897,-0.000505,0.787709
898,-0.000516,0.775216
899,-0.000527,0.762723
900,-0.000538,0.750229
901,-0.000548,0.737735
902,-0.000557,0.725241
903,-0.000566,0.712746
904,-0.000574,0.700251
905,-0.000582,0.687755
906,-0.000589,0.675259
907,-0.000595,0.662762
908,-0.000601,0.650265
909,-0.000606,0.637768
910,-0.000611,0.625270
911,-0.000615,0.612771
912,-0.000619,0.600272
913,-0.000621,0.587773
914,-0.000623,0.575273
915,-0.000625,0.562773
916,-0.000626,0.550272
917,-0.000626,0.537771
918,-0.000626,0.525269
919,-0.000625,0.512767
920,-0.000624,0.500264
921,-0.000622,0.487761
922,-0.000619,0.475258
923,-0.000616,0.462754
924,-0.000612,0.450249
925,-0.000607,0.437745
926,-0.000602,0.425239
927,-0.000597,0.412734
928,-0.000591,0.400228
929,-0.000584,0.387721
930,-0.000577,0.375214
931,-0.000569,0.362707
932,-0.000561,0.350200
933,-0.000552,0.337692
934,-0.000543,0.325183
935,-0.000533,0.312675
936,-0.000523,0.300165
937,-0.000513,0.287656
938,-0.000502,0.275146
939,-0.000490,0.262636
940,-0.000478,0.250126
941,-0.000466,0.237615
942,-0.000454,0.225104
943,-0.000441,0.212593
944,-0.000428,0.200082
945,-0.000414,0.187570
946,-0.000400,0.175058
947,-0.000386,0.162546
948,-0.000372,0.150034
949,-0.000357,0.137522
950,-0.000342,0.125009
951,-0.000327,0.112496
952,-0.000312,0.099983
953,-0.000297,0.087470
954,-0.000281,0.074957
955,-0.000265,0.062444
956,-0.000250,0.049931
957,-0.000234,0.037417
958,-0.000218,0.024904
959,-0.000202,0.012391
960,-0.000186,-0.000123
