index,x_m,y_m
272,0.000273,0.599579
273,0.000255,0.587091
274,0.000236,0.574603
275,0.000218,0.562115
276,0.000199,0.549628
277,0.000180,0.537141
278,0.000161,0.524654
279,0.000142,0.512167
280,0.000122,0.499680
281,0.000102,0.487193
282,0.000082,0.474706
283,0.000062,0.462220
284,0.000042,0.449733
285,0.000022,0.437247
286,0.000002,0.424761
287,-0.000018,0.412274
288,-0.000039,0.399788
289,-0.000059,0.387302
290,-0.000079,0.374816
291,-0.000100,0.362330
292,-0.000120,0.349843
293,-0.000140,0.337357
294,-0.000160,0.324871
295,-0.000180,0.312384
296,-0.000200,0.299898
297,-0.000220,0.287411
298,-0.000240,0.274924
299,-0.000259,0.262437
300,-0.000279,0.249950
301,-0.000298,0.237463
302,-0.000317,0.224976
303,-0.000335,0.212488
304,-0.000354,0.200001
305,-0.000372,0.187513
306,-0.000390,0.175025
307,-0.000407,0.162536
308,-0.000424,0.150048
309,-0.000441,0.137559
310,-0.000458,0.125070
311,-0.000474,0.112580
312,-0.000490,0.100091
313,-0.000505,0.087601
314,-0.000520,0.075110
315,-0.000535,0.062620
316,-0.000549,0.050129
317,-0.000563,0.037638
318,-0.000576,0.025146
319,-0.000589,0.012654
320,-0.000601,0.000162
321,0.011891,0.000174
322,0.024384,0.000185
323,0.036876,0.000196
324,0.049370,0.000207
325,0.061864,0.000217
326,0.074358,0.000227
327,0.086854,0.000236
328,0.099349,0.000245
329,0.111845,0.000254
330,0.124342,0.000262
331,0.136839,0.000270
332,0.149337,0.000277
333,0.161836,0.000284
334,0.174335,0.000290
335,0.186834,0.000296
336,0.199335,0.000302
337,0.211835,0.000307
338,0.224337,0.000312
339,0.236839,0.000316
340,0.249341,0.000320
341,0.261844,0.000323
342,0.274348,0.000326
343,0.286852,0.000328
344,0.299357,0.000330
345,0.311863,0.000332
346,0.324369,0.000333
347,0.336875,0.000334
348,0.349382,0.000334
349,0.361890,0.000334
350,0.374398,0.000334
351,0.386907,0.000333
352,0.399417,0.000332
353,0.411926,0.000330
354,0.424437,0.000328
355,0.436948,0.000325
356,0.449459,0.000323
357,0.461971,0.000319
358,0.474483,0.000316
359,0.486996,0.000312
360,0.499509,0.000308
361,0.512023,0.000303
362,0.524537,0.000298
363,0.537052,0.000293
364,0.549567,0.000288
365,0.562082,0.000282
366,0.574598,0.000276
367,0.587114,0.000269
368,0.599630,0.000263
369,0.612147,0.000256
370,0.624664,0.000249
371,0.637181,0.000242
372,0.649699,0.000234
373,0.662216,0.000227
374,0.674734,0.000219
375,0.687253,0.000211
376,0.699771,0.000203
377,0.712290,0.000195
378,0.724809,0.000186
379,0.737327,0.000178
380,0.749847,0.000169
381,0.762366,0.000160
382,0.774885,0.000152
383,0.787404,0.000143
384,0.799924,0.000134
385,0.812443,0.000125
386,0.824962,0.000116
387,0.837482,0.000108
388,0.850001,0.000099
389,0.862520,0.000090
390,0.875040,0.000081
391,0.887559,0.000073
392,0.900078,0.000064
393,0.912597,0.000056
394,0.925115,0.000047
395,0.937634,0.000039
396,0.950152,0.000031
397,0.962671,0.000023
398,0.975188,0.000015
399,0.987706,0.000008
400,1.000224,0.000000
401,1.000242,0.012488
402,1.000261,0.024975
403,1.000279,0.037463
404,1.000297,0.049951
405,1.000315,0.062440
406,1.000332,0.074928
407,1.000349,0.087417
408,1.000365,0.099906
409,1.000381,0.112396
410,1.000396,0.124886
411,1.000412,0.137376
412,1.000426,0.149866
413,1.000440,0.162357
414,1.000454,0.174849
415,1.000467,0.187340
416,1.000480,0.199832
417,1.000492,0.212325
418,1.000504,0.224817
419,1.000515,0.237311
420,1.000525,0.249804
421,1.000535,0.262298
422,1.000545,0.274793
423,1.000554,0.287287
424,1.000562,0.299783
425,1.000569,0.312279
426,1.000576,0.324775
427,1.000583,0.337271
428,1.000589,0.349768
429,1.000594,0.362266
430,1.000599,0.374764
431,1.000603,0.387262
432,1.000606,0.399761
433,1.000609,0.412261
434,1.000611,0.424761
435,1.000613,0.437261
436,1.000614,0.449762
437,1.000614,0.462263
438,1.000614,0.474765
439,1.000613,0.487267
440,1.000611,0.499769
441,1.000609,0.512273
442,1.000607,0.524776
443,1.000603,0.537280
444,1.000600,0.549784
445,1.000595,0.562289
446,1.000590,0.574794
447,1.000585,0.587300
448,1.000579,0.599806
449,1.000572,0.612313
450,1.000565,0.624819
451,1.000557,0.637327
452,1.000549,0.649834
453,1.000540,0.662342
454,1.000531,0.674851
455,1.000521,0.687360
456,1.000511,0.699869
457,1.000501,0.712378
458,1.000490,0.724888
459,1.000478,0.737398
460,1.000466,0.749908
461,1.000454,0.762419
462,1.000442,0.774930
463,1.000429,0.787441
464,1.000416,0.799952
465,1.000402,0.812464
466,1.000388,0.824976
467,1.000374,0.837488
468,1.000360,0.850000
469,1.000345,0.862513
470,1.000330,0.875025
471,1.000315,0.887538
472,1.000300,0.900051
473,1.000285,0.912564
474,1.000269,0.925077
475,1.000253,0.937590
476,1.000238,0.950104
477,1.000222,0.962617
478,1.000206,0.975130
479,1.000190,0.987644
480,1.000174,1.000157
481,0.987654,1.000166
482,0.975135,1.000175
483,0.962615,1.000184
484,0.950096,1.000193
485,0.937576,1.000202
486,0.925057,1.000211
487,0.912537,1.000220
488,0.900018,1.000228
489,0.887499,1.000237
490,0.887474,1.000245
491,0.862462,1.000253
492,0.862437,1.000261
493,0.837426,1.000269
494,0.837401,1.000277
495,0.812390,1.000284
496,0.799873,1.000292
497,0.787356,1.000299
498,0.774840,1.000305
499,0.762323,1.000312
500,0.749807,1.000318
501,0.737292,1.000324
502,0.724777,1.000330
503,0.712262,1.000335
504,0.699748,1.000340
505,0.699728,1.000345
506,0.674721,1.000349
507,0.674701,1.000353
508,0.649695,1.000356
509,0.649677,1.000360
510,0.624672,1.000362
511,0.612161,1.000365
512,0.599651,1.000367
513,0.587141,1.000369
514,0.574632,1.000370
515,0.562123,1.000371
516,0.549615,1.000371
517,0.537107,1.000371
518,0.524600,1.000371
519,0.512094,1.000370
520,0.499588,1.000368
521,0.487083,1.000366
522,0.474578,1.000364
523,0.462074,1.000361
524,0.449571,1.000358
525,0.437068,1.000355
526,0.424566,1.000350
527,0.412065,1.000346
528,0.399564,1.000341
529,0.387064,1.000335
530,0.374564,1.000329
531,0.362065,1.000323
532,0.349566,1.000316
533,0.337068,1.000309
534,0.324571,1.000301
535,0.312075,1.000293
536,0.299579,1.000284
537,0.287083,1.000275
538,0.274588,1.000265
539,0.262094,1.000255
540,0.249600,1.000245
541,0.237107,1.000234
542,0.224614,1.000223
543,0.212122,1.000211
544,0.199631,1.000199
545,0.187140,1.000187
546,0.174649,1.000174
547,0.162159,1.000161
548,0.149670,1.000147
549,0.137180,1.000133
550,0.124692,1.000119
551,0.112204,1.000105
552,0.099716,1.000090
553,0.087229,1.000074
554,0.074742,1.000059
555,0.062255,1.000043
556,0.049769,1.000027
557,0.037283,1.000011
558,0.024798,0.999994
559,0.012313,0.999977
560,-0.000172,0.999960
561,-0.000159,0.987448
562,-0.000145,0.974936
563,-0.000130,0.962424
564,-0.000116,0.949912
565,-0.000101,0.937399
566,-0.000086,0.924887
567,-0.000071,0.912374
568,-0.000056,0.899861
569,-0.000041,0.887348
570,-0.000026,0.874835
571,-0.000010,0.862322
572,0.000006,0.849809
573,0.000021,0.837295
574,0.000037,0.824782
575,0.000053,0.812269
576,0.000068,0.799756
577,0.000084,0.787242
578,0.000099,0.774729
579,0.000115,0.762216
580,0.000130,0.749703
581,0.000146,0.737190
582,0.000161,0.724677
583,0.000176,0.712164
584,0.000191,0.699652
585,0.000206,0.687139
586,0.000220,0.674627
587,0.000235,0.662114
588,0.000249,0.649602
589,0.000263,0.637090
590,0.000276,0.624579
591,0.000290,0.612067
592,0.000303,0.599556
593,0.000315,0.587045
594,0.000328,0.574534
595,0.000339,0.562024
596,0.000351,0.549514
597,0.000362,0.537004
598,0.000373,0.524494
599,0.000384,0.511985
600,0.000394,0.499476
601,0.000403,0.486967
602,0.000412,0.474459
603,0.000421,0.461951
604,0.000429,0.449443
605,0.000437,0.436936
606,0.000444,0.424429
607,0.000450,0.411923
608,0.000457,0.399416
609,0.000462,0.386911
610,0.000467,0.374405
611,0.000472,0.361901
612,0.000476,0.349396
613,0.000479,0.336892
614,0.000482,0.324388
615,0.000484,0.311885
616,0.000486,0.299382
617,0.000487,0.286880
618,0.000488,0.274378
619,0.000488,0.261876
620,0.000487,0.249375
621,0.000486,0.236875
622,0.000484,0.224375
623,0.000482,0.211875
624,0.000479,0.199376
625,0.000476,0.186877
626,0.000472,0.174378
627,0.000467,0.161880
628,0.000462,0.149383
629,0.000456,0.136886
630,0.000449,0.124389
631,0.000442,0.111893
632,0.000435,0.099397
633,0.000427,0.086901
634,0.000418,0.074406
635,0.000409,0.061912
636,0.000399,0.049417
637,0.000389,0.036924
638,0.000378,0.024430
639,0.000367,0.011937
640,0.000355,-0.000555
641,0.012847,-0.000543
642,0.025338,-0.000531
643,0.037828,-0.000518
644,0.050318,-0.000505
645,0.062808,-0.000491
646,0.075297,-0.000477
647,0.087786,-0.000463
648,0.100274,-0.000449
649,0.112762,-0.000434
650,0.125249,-0.000419
651,0.137737,-0.000404
652,0.150223,-0.000388
653,0.162710,-0.000372
654,0.175196,-0.000356
655,0.187682,-0.000340
656,0.200167,-0.000323
657,0.212653,-0.000307
658,0.225138,-0.000290
659,0.237623,-0.000273
660,0.250107,-0.000255
661,0.262592,-0.000238
662,0.275076,-0.000220
663,0.287560,-0.000203
664,0.300044,-0.000185
665,0.312528,-0.000167
666,0.325011,-0.000149
667,0.337495,-0.000131
668,0.349978,-0.000113
669,0.362462,-0.000095
670,0.374945,-0.000077
671,0.387428,-0.000058
672,0.399912,-0.000040
673,0.412395,-0.000022
674,0.424879,-0.000004
675,0.437362,0.000014
676,0.449846,0.000032
677,0.462329,0.000050
678,0.474813,0.000068
679,0.487297,0.000086
680,0.499781,0.000104
681,0.512265,0.000121
682,0.524749,0.000139
683,0.537234,0.000156
684,0.549719,0.000173
685,0.562204,0.000190
686,0.574689,0.000207
687,0.587174,0.000224
688,0.599660,0.000240
689,0.612146,0.000256
690,0.624632,0.000272
691,0.637119,0.000288
692,0.649606,0.000303
693,0.662094,0.000318
694,0.674581,0.000333
695,0.687069,0.000348
696,0.699558,0.000362
697,0.712047,0.000376
698,0.724536,0.000390
699,0.737026,0.000403
700,0.749516,0.000416
701,0.762007,0.000429
702,0.774498,0.000441
703,0.786990,0.000453
704,0.799482,0.000465
705,0.811974,0.000476
706,0.824468,0.000487
707,0.836961,0.000498
708,0.849455,0.000508
709,0.861950,0.000518
710,0.874445,0.000527
711,0.886941,0.000536
712,0.899437,0.000544
713,0.911934,0.000552
714,0.924431,0.000560
715,0.936929,0.000567
716,0.949428,0.000574
717,0.961927,0.000580
718,0.974427,0.000586
719,0.986927,0.000592
720,0.999428,0.000597
721,0.999431,0.013096
722,0.999434,0.025595
723,0.999438,0.038094
724,0.999443,0.050591
725,0.999448,0.063089
726,0.999454,0.075586
727,0.999461,0.088083
728,0.999468,0.100579
729,0.999475,0.113075
730,0.999483,0.125570
731,0.999492,0.138065
732,0.999501,0.150560
733,0.999511,0.163054
734,0.999521,0.175548
735,0.999532,0.188042
736,0.999543,0.200535
737,0.999555,0.213027
738,0.999567,0.225520
739,0.999579,0.238012
740,0.999593,0.250503
741,0.999606,0.262995
742,0.999620,0.275486
743,0.999635,0.287976
744,0.999650,0.300467
745,0.999665,0.312957
746,0.999681,0.325446
747,0.999697,0.337936
748,0.999713,0.350425
749,0.999730,0.362914
750,0.999747,0.375403
751,0.999764,0.387891
752,0.999782,0.400379
753,0.999800,0.412867
754,0.999819,0.425355
755,0.999837,0.437842
756,0.999856,0.450330
757,0.999875,0.462817
758,0.999894,0.475304
759,0.999914,0.487791
760,0.999933,0.500278
761,0.999953,0.512764
762,0.999973,0.525251
763,0.999993,0.537737
764,1.000014,0.550224
765,1.000034,0.562710
766,1.000054,0.575196
767,1.000075,0.587682
768,1.000095,0.600168
769,1.000116,0.612655
770,1.000136,0.625141
771,1.000156,0.637627
772,1.000177,0.650113
773,1.000197,0.662599
774,1.000217,0.675086
775,1.000238,0.687572
776,1.000258,0.700058
777,1.000278,0.712545
778,1.000297,0.725032
779,1.000317,0.737518
780,1.000336,0.750005
781,1.000356,0.762492
782,1.000375,0.774980
783,1.000393,0.787467
784,1.000412,0.799955
785,1.000430,0.812443
786,1.000448,0.824931
787,1.000466,0.837419
788,1.000483,0.849907
789,1.000500,0.862396
790,1.000517,0.874885
791,1.000533,0.887374
792,1.000549,0.899864
793,1.000564,0.912354
794,1.000579,0.924844
795,1.000594,0.937335
796,1.000608,0.949825
797,1.000622,0.962317
798,1.000635,0.974808
799,1.000648,0.987300
800,1.000661,0.999792
801,0.988169,0.999780
802,0.975676,0.999769
803,0.963184,0.999758
804,0.950690,0.999747
805,0.938196,0.999737
806,0.925702,0.999727
807,0.913207,0.999717
808,0.900711,0.999708
809,0.888215,0.999700
810,0.875719,0.999691
811,0.863222,0.999684
812,0.850724,0.999676
813,0.838225,0.999669
814,0.825727,0.999663
815,0.813227,0.999657
816,0.800727,0.999651
817,0.788226,0.999646
818,0.775725,0.999641
819,0.763223,0.999637
820,0.750721,0.999633
821,0.738218,0.999629
822,0.725714,0.999626
823,0.713210,0.999624
824,0.700705,0.999622
825,0.688200,0.999620
826,0.675694,0.999619
827,0.663187,0.999618
828,0.650680,0.999617
829,0.638173,0.999617
830,0.625665,0.999618
831,0.613156,0.999619
832,0.600647,0.999620
833,0.588137,0.999621
834,0.575627,0.999623
835,0.563116,0.999626
836,0.550605,0.999628
837,0.538093,0.999632
838,0.525581,0.999635
839,0.513068,0.999639
840,0.500555,0.999643
841,0.488041,0.999647
842,0.475527,0.999652
843,0.463013,0.999657
844,0.450498,0.999663
845,0.437983,0.999668
846,0.425467,0.999674
847,0.412951,0.999681
848,0.400435,0.999687
849,0.387918,0.999694
850,0.375401,0.999701
851,0.362884,0.999708
852,0.350367,0.999715
853,0.337849,0.999723
854,0.325331,0.999731
855,0.312813,0.999739
856,0.300295,0.999747
857,0.287776,0.999755
858,0.275257,0.999763
859,0.262739,0.999772
860,0.250220,0.999780
861,0.237701,0.999789
862,0.225181,0.999797
863,0.212662,0.999806
864,0.200143,0.999815
865,0.187624,0.999823
866,0.175104,0.999832
867,0.162585,0.999841
868,0.150066,0.999850
869,0.137547,0.999858
870,0.125028,0.999867
871,0.112509,0.999876
872,0.099990,0.999884
873,0.087471,0.999892
874,0.074952,0.999901
875,0.062434,0.999909
876,0.049916,0.999917
877,0.037397,0.999925
878,0.024880,0.999932
879,0.012362,0.999940
880,-0.000155,0.999947
881,-0.000174,0.987460
882,-0.000192,0.974972
883,-0.000211,0.962484
884,-0.000228,0.949996
885,-0.000246,0.937507
886,-0.000263,0.925019
887,-0.000280,0.912530
888,-0.000296,0.900040
889,-0.000312,0.887551
890,-0.000327,0.875061
891,-0.000342,0.862571
892,-0.000357,0.850080
893,-0.000371,0.837589
894,-0.000384,0.825098
895,-0.000397,0.812606
896,-0.000410,0.800114
897,-0.000422,0.787622
898,-0.000433,0.775129
899,-0.000444,0.762635
900,-0.000455,0.750142
901,-0.000465,0.737648
902,-0.000474,0.725153
903,-0.000483,0.712658
904,-0.000491,0.700163
905,-0.000498,0.687667
906,-0.000505,0.675171
907,-0.000512,0.662674
908,-0.000518,0.650177
909,-0.000523,0.637679
910,-0.000527,0.625181
911,-0.000531,0.612682
912,-0.000534,0.600183
913,-0.000537,0.587684
914,-0.000539,0.575184
915,-0.000541,0.562684
916,-0.000542,0.550183
917,-0.000542,0.537681
918,-0.000541,0.525180
919,-0.000540,0.512677
920,-0.000539,0.500175
921,-0.000537,0.487672
922,-0.000534,0.475168
923,-0.000531,0.462664
924,-0.000527,0.450159
925,-0.000522,0.437655
926,-0.000517,0.425149
927,-0.000511,0.412644
928,-0.000505,0.400137
929,-0.000498,0.387631
930,-0.000491,0.375124
931,-0.000483,0.362617
932,-0.000475,0.350109
933,-0.000466,0.337601
934,-0.000457,0.325092
935,-0.000447,0.312583
936,-0.000437,0.300074
937,-0.000426,0.287565
938,-0.000415,0.275055
939,-0.000404,0.262545
940,-0.000392,0.250034
941,-0.000379,0.237524
942,-0.000367,0.225013
943,-0.000354,0.212501
944,-0.000340,0.199990
945,-0.000327,0.187478
946,-0.000313,0.174966
947,-0.000299,0.162454
948,-0.000284,0.149942
949,-0.000269,0.137429
950,-0.000255,0.124916
951,-0.000239,0.112404
952,-0.000224,0.099891
953,-0.000209,0.087378
954,-0.000193,0.074864
955,-0.000177,0.062351
956,-0.000161,0.049838
957,-0.000145,0.037324
958,-0.000129,0.024811
959,-0.000113,0.012297
960,-0.000097,-0.000216
